Gouvernance,Arthaud,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Empreinte Carbone,Arthaud,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Politique économique,Arthaud,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Recherche & Innovation,Arthaud,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Urbanisme & aménagement,Arthaud,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Education, sensibilisation",Arthaud,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Emploi, formation",Arthaud,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Transports,Arthaud,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Bâtiments,Arthaud,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Agriculture,Arthaud,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Foret-bois,Arthaud,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Industrie,Arthaud,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Production d'énergie,Arthaud,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Déchets,Arthaud,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Gouvernance,Dupont Aignan,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Empreinte Carbone,Dupont Aignan,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Politique économique,Dupont Aignan,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Recherche & Innovation,Dupont Aignan,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Urbanisme & aménagement,Dupont Aignan,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Education, sensibilisation",Dupont Aignan,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Emploi, formation",Dupont Aignan,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Transports,Dupont Aignan,Antagoniste,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Bâtiments,Dupont Aignan,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Agriculture,Dupont Aignan,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Foret-bois,Dupont Aignan,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Industrie,Dupont Aignan,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Production d'énergie,Dupont Aignan,Antagoniste,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Déchets,Dupont Aignan,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Gouvernance,Hidalgo,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Empreinte Carbone,Hidalgo,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Politique économique,Hidalgo,Bonne couverture,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Recherche & Innovation,Hidalgo,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Urbanisme & aménagement,Hidalgo,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Education, sensibilisation",Hidalgo,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Emploi, formation",Hidalgo,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Transports,Hidalgo,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Bâtiments,Hidalgo,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Agriculture,Hidalgo,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Foret-bois,Hidalgo,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Industrie,Hidalgo,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Production d'énergie,Hidalgo,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Déchets,Hidalgo,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Gouvernance,Jadot,Bonne couverture,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Empreinte Carbone,Jadot,Bonne couverture,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Politique économique,Jadot,Bonne couverture,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Recherche & Innovation,Jadot,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Urbanisme & aménagement,Jadot,Bonne couverture,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Education, sensibilisation",Jadot,Bonne couverture,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Emploi, formation",Jadot,Bonne couverture,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Transports,Jadot,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Bâtiments,Jadot,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Agriculture,Jadot,Bonne couverture,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Foret-bois,Jadot,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Industrie,Jadot,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Production d'énergie,Jadot,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Déchets,Jadot,Bonne couverture,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Gouvernance,Lassalle,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Empreinte Carbone,Lassalle,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Politique économique,Lassalle,Antagoniste,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Recherche & Innovation,Lassalle,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Urbanisme & aménagement,Lassalle,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Education, sensibilisation",Lassalle,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Emploi, formation",Lassalle,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Transports,Lassalle,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Bâtiments,Lassalle,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Agriculture,Lassalle,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Foret-bois,Lassalle,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Industrie,Lassalle,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Production d'énergie,Lassalle,Antagoniste,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Déchets,Lassalle,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Gouvernance,Le Pen,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Empreinte Carbone,Le Pen,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Politique économique,Le Pen,Antagoniste,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Recherche & Innovation,Le Pen,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Urbanisme & aménagement,Le Pen,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Education, sensibilisation",Le Pen,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Emploi, formation",Le Pen,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Transports,Le Pen,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Bâtiments,Le Pen,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Agriculture,Le Pen,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Foret-bois,Le Pen,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Industrie,Le Pen,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Production d'énergie,Le Pen,Antagoniste,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Déchets,Le Pen,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Gouvernance,Macron,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Empreinte Carbone,Macron,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Politique économique,Macron,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Recherche & Innovation,Macron,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Urbanisme & aménagement,Macron,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Education, sensibilisation",Macron,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Emploi, formation",Macron,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Transports,Macron,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Bâtiments,Macron,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Agriculture,Macron,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Foret-bois,Macron,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Industrie,Macron,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Production d'énergie,Macron,Bonne couverture,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Déchets,Macron,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Gouvernance,Mélenchon,Bonne couverture,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Empreinte Carbone,Mélenchon,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Politique économique,Mélenchon,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Recherche & Innovation,Mélenchon,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Urbanisme & aménagement,Mélenchon,Bonne couverture,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Education, sensibilisation",Mélenchon,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Emploi, formation",Mélenchon,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Transports,Mélenchon,Bonne couverture,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Bâtiments,Mélenchon,Bonne couverture,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Agriculture,Mélenchon,Bonne couverture,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Foret-bois,Mélenchon,Bonne couverture,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Industrie,Mélenchon,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Production d'énergie,Mélenchon,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Déchets,Mélenchon,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Gouvernance,Pécresse,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Empreinte Carbone,Pécresse,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Politique économique,Pécresse,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Recherche & Innovation,Pécresse,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Urbanisme & aménagement,Pécresse,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Education, sensibilisation",Pécresse,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Emploi, formation",Pécresse,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Transports,Pécresse,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Bâtiments,Pécresse,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Agriculture,Pécresse,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Foret-bois,Pécresse,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Industrie,Pécresse,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Production d'énergie,Pécresse,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Déchets,Pécresse,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Gouvernance,Poutou,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Empreinte Carbone,Poutou,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Politique économique,Poutou,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Recherche & Innovation,Poutou,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Urbanisme & aménagement,Poutou,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Education, sensibilisation",Poutou,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Emploi, formation",Poutou,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Transports,Poutou,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Bâtiments,Poutou,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Agriculture,Poutou,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Foret-bois,Poutou,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Industrie,Poutou,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Production d'énergie,Poutou,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Déchets,Poutou,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Gouvernance,Roussel,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Empreinte Carbone,Roussel,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Politique économique,Roussel,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Recherche & Innovation,Roussel,Bonne couverture,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Urbanisme & aménagement,Roussel,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Education, sensibilisation",Roussel,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Emploi, formation",Roussel,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Transports,Roussel,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Bâtiments,Roussel,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Agriculture,Roussel,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Foret-bois,Roussel,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Industrie,Roussel,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Production d'énergie,Roussel,Couverture partielle,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Déchets,Roussel,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Gouvernance,Zemmour,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Empreinte Carbone,Zemmour,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Politique économique,Zemmour,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Recherche & Innovation,Zemmour,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Urbanisme & aménagement,Zemmour,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Education, sensibilisation",Zemmour,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
"Emploi, formation",Zemmour,Non abordé,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Transports,Zemmour,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Bâtiments,Zemmour,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
Agriculture,Zemmour,Couverture limitée,https://presidentielle2022.theshifters.org/nathalie-arthaud/#transports
